Author ID,Paper ID
13549554,0d956c858ee99bf830e816fe446da13f86e0b020
120815555,81904327e0501907a0c7a364c592fdf984a7812c
4965059,e3e1bdf96e23151eff6adadada0c71b474dede49
144136549,f88f63e399f8d60fc25f673e2dad09ac6bf25146
1667729458,98d47bbcb0f419f2245f9c53def4be523763e4d4
8609614,076481f317c7685c87e6ea9569df8768873c5ea8
1764809351,65ebdd548a6a39bdd6ab4b79f3cf450c86ac2cbd
46753872,13252bcd451a3baf583f84c46874d5b8e66bbebf
4879861,983c9b8cbe73c073c4db0d09f3ca4b47ac903501
12822696,c4b1dc724424872e11d087e849ec4c8c7b365f59
101163967,e0d8e417475692733d3bd043c4f9f46d9e624a1f
90707064,1213cc3f6393f2fd9cba5af47473bbe0aec3cf29
117014112,93479760ffe68fd02a082c7bfd536ea1458f5991
2720026,0721071bfc6d7159dce4016012a6d51d6f100a61
144673697,bce11666f81af9711ae5010aeb0c500a73893e23
16071156,864c8ddaa3d90b01a37c4e0307cdb17d1bbddd1c
145698518,d0bc70a00fadd2dbb7951800e402c08d9ec517e2
32093591,d70060ea627801769185e408ae43c70c71390b38
152229491,51a74b51a776ee5ebdc2ec736fe22358029db94d
1460125060,bb9bfd4b1301a540c51671de861da8b35beb7d3e
40270651,37a6355f9aa6807bd18eae660628eaf4ed439a0f
145958570,03330c6aeec707bc80f76b8f99350a91c5947098
93282086,52d4ae09cb24747aaf92bf9552d84520157ea333
34693666,f7ae78db7ce3097d867186427a5154fe3cb8e3fc
104196196,e115ff5a1c2ef6624ed631723a5267cf78bd242b
144221391,0f0924bdab708ee8fb1eba465c2d56867529f8c5
50023436,02eaffee775e553677ef8b79ece0669bed7e2b72
7350490,9bd66767e1b279cd81c8e29e6cc3252e30c2818f
3344772,20ad5a5aff8f475e498a1b73aa57d8396ae298e5
103120539,23b71e24e246de4e26de5f17b67c10dde6178306
114354557,bb59ff7f94574248983f45086242c17cb55c71b4
4988087,80ed9e75521717b2e87bad6f343f0970d6e19cdb
143763527,bef8674712ceab20b9f8f7c8f7281cada5ec226a
4361868,2259139e3dae1469997abb804729f4fb55d78647
71891874,44405a11262ecc1c6cd53ee44adb77c3a78ae982
80671356,9b49314b4d03c37ded37daaab4b338d8b76137d1
66636555,7af5350d3fe859f14123561b7e2834b7bd2bff56
3563127,087ecb6ce9409fefd3914730e89fae202f7f6863
26936799,3ff926b2219bd5705ab7cef4e7b27034a678d87b
6485877,a5f7c5bf80c7073cefe8582a8b3d2dc15c653675
18623845,3ecc845ae32e00200e38e63dc4b6b74133a5abb2
144831291,e263f26556d136f74999e3b831254f262dc93356
66720972,1fb0231ce179a5e51606a5d93d24608bbe2dafaa
104564120,a390e2ff1d63ff82971ede8b2f656bc1e2ca4cd6
8701810,ad65561c5afba654114c5a94b4f126aac54c9741
113015427,c855438ba8a2f660656a846f4e6f561673e2f543
49925828,07e0267c7e4689b5b49f3706a45971afdd6f244a
11572484,9025249ff410115e7c10468d4e9712ddc842159a
1399199018,d8caffc075920c67c1930455fbda322f0a92596d
152718053,5437baea4492a9ade57594b3e56fb15a8ff784df
116823627,de70c7633f26206429ace0e945c4f31294fe8d4a
145962028,dab984c5a9c38941db8ae66b01f3c423034fc148
1685677253,b2568b7951099dd779c27777d27a4b9935059dbd
39726773,6fdaca0621f4601f178efb55478eb6cf7187d001
103501582,607560c001b4401ed6be603730cb6aba5e50f1ee
81501821,d21653d4ffd793555fe0c7ee1866a4bfe8d8565f
11573682,2a394da228f4282696e20478345c455293a3a43e
10941167,ff0c9076752f76779759435c47e7d73be1fae278
2495046,8b00f07bb21ab980f60c78225403865999b19967
144241382,8bef8630cf7147ecf82f3ed11a243e1fe654df00
144754252,c1fb0f7c3c39ee2b8153008c5c99796a42d9abe3
144663765,0dd9ced35a87b4bde67505a9250a507f5c42c662
114701737,3429a3a91fbbf287339c8216885419fb75e5169f
66124257,eabeb9bbd76e6b86daaa0781f648857c446624e1
118052129,476766845fcb5da84aad29a56b1bae6dcfd38799
9908551,9a04cd5b8bc5c72a11994412ac7b54924db42f7a
144390576,dbcfc45406e6675265ced03004eb08d78674b7c3
51193485,187fa9bc708f1310ded177545461334eb449ad4a
50991681,9a04cd5b8bc5c72a11994412ac7b54924db42f7a
1403073789,bd01b159e73f17a0d13f1d936f8284e2ab69b37d
6656857,27bbdabe7e90363fa6eb135c6d791f5cc59fc5ae
49429367,b5861981caa5b6b7697136af1d3d84b944935221
39222035,3257b2d0cab9eea633e0e31179d1e67c4875a7f2
103641836,72da8c6750e17cfa3a417745428985c306e7bf25
145979014,4b751a16ec5d70057948f3837a1a63ddf5a556a4
70078418,c381e58ef312c35b92c80c04b5d2aab93f3fe5d2
34330638,05097490d7ef5ff8ecb55ba27f8ccdec16da9e8f
89632781,bb3ba06e33f0ddef0b5ff0ed69d79cf139a42906
117616458,86b9ab9da79ace1cb212dd4da3afa4b3c95ab6bc
35117609,4f42e6d02df83d8d51907f5de9efee31d9a78901
12186695,72045e2c83b2f5c6c7b4d130e59d9f7f39c2aba2
69475717,a7b2fd62ad5552825bd5ac303416cb3c093e4637
117690980,0d093a2f550cc618e43460d5af17d96322853f21
49199501,f6fc56c0dd092fe177ab5d67d05907967e10cf07
8275977,282e0079dfb94ad62538769d133e942c3027ad38
35183187,93d7fba3462ce8a8a7e2e6aab6d4d2af997bfd56
5162965,130d7c28e70cb3a33657d775835267e323ecd05d
48250501,53eac08d2d55729cabf0b35580d7dbd1533ecb74
115231829,c4019d00fce83805a12e86b239bda39036689fd9
34979996,063de4603392cd87d774943296b48d5a999553d3
152798913,a51cdde941d8b0210f88765b27b33d62d96b19f9
1689832,6f6efd9b2284479ea9181b6067d8328440a7e0ce
1402227369,7e10ddd1b54bb72f3207d6d03fd05295c2158e6e
2025770,98c2642da88bb880cc9462e5d5f7ffdf7ab831c3
144324741,c86c95a5b1e0eceb13cfb9de6dce09c3bfd5fd27
117112567,e575f29d5e01e9762ea67fe78ee9fe4e08118fcd
114806032,0973ba27185da107f60cc30c94cafd744ade8e95
116951687,b0ac18a407d5cf3e9547aef7f157d6eba542a76b
1468932913,dd6fd31ea862e165cfd469524e6a8275d4580940
80866322,9cd2e19fe0f4d10d87f25dac2689a5383ad708f2
47509550,f5b326a5a6f95db6f951e67a1371865c74144028
4065092,e78bbc24984127938ed331d2fb66baca076a3192
15965894,7015c6936e2b494827474b4ee5375be11dfabf8a
83639637,b22ea22c4b5a5397eb28d30c983da980c856bf1f
33146332,6e58d819c40473df22e83873136dfc9113bc6692
113789453,0c1f3e47cb6140f6d43c664cffd78fbaa50a7647
52117895,27fca1166edda688a40cf1fe17b2a293b175eb7a
35784345,fcd5087199757b3bf004e4dc2140e3702d7f76ce
73196332,3b498919ed9ecab7a8e6b3b4fa4ad08ca70955f0
14682740,4375aa4667a9e570744d26e63f91325244cb587b
144964751,48121f56e07d4627e05d866ac2eba391750f2062
48818308,5fa265b354dc27572b0fe927df8e49f1475e2f0a
144922060,71f4465d4d1a022a58c77b54008503936a21104f
98325706,a705fd895d1a7d2f046cfa781ab3720e03ede817
1846284130,e8ad49add981bd27e271cb972b91c8511fd81475
11804061,840115701886f1c6438c0e41fa7f6264863d9ff0
49174012,86ac29e1400f1c3a29648173137546969c7859e8
118480955,99740aab2da8538c4a9832d353715f026bb286d3
6174983,f7f86f7bd9f652c6bb789125737fd9036071ca68
74987021,20fa5ce1a20425e57d39ac79f4758bfad1641541
47378582,093b579148bc41fbf79c0c2fbed3e844b29fc4e8
7966095,a15ce4a66c3ffa3463dc60891f7cfbe2e88e2fb3
147624049,4488ac990e146dcf9ebcf13193e832711b2ca7e2
31877854,937d9ade573fba24fb9f3cae8eeca89c5535709d
113538249,ceb7191c78c412539beed6ac09401bd67cd7c896
145773732,5c0385924ad18bc1eb705ca6f09ebf9b61a15d19
47446444,4bbce0b237bea44f23315369c00b22b1c676ce00
15821921,49089b3faffb4e94a4f1d3d69581060b6671951a
20908102,26c60918fe04feb463e2af2f8aeb2e454479ec21
115591229,ae8f5e0d2bf7e9c876e1f999b45f727bd2b2f40c
50028505,2fe03f9e77597a48fb78ac8c377841367f7efdca
48887328,d65d9736a094b7d8050aa362ebbfd4133854fdd9
144865320,e08f5929c6e6447c9718757744adf9dff0e37b9f
107976870,c56e3af248b2c2270e5e628d7fe90569cc8c2d09
7350567,8bea07dcce628a3b52c431e70b3ae2af1263da50
5002723,cd6c3602fedfac97f17d2a76505caeee6ae29fb1
100635003,b706a6a267f77c26544ba9001f41b26beaaa24a5
49828496,2c6a4b1ce6f714525e5abcfc40a8b86752059b0a
30344425,5286b8c92087a34e88e5004a29e4e6ade2be76c7
145306427,1e14a4c42518e1032ce8e66107b44d913bcabade
3485056,6c7cf58625467b9926156626552e9af7ead8bdb0
65816331,b86469aba9a71237d44888730f11470acdfc92fc
3681134,7aeeca83473bff4afa2da61f8f62eac157ffb165
46196604,eab5c2ad41bca1b4fa04856ce48d63e1ab6eb116
50094184,5f05def003f9a4f7024c3eb3cfe4a09cc87f5ceb
14677047,767581f7b8a2d7335212d6f7fef0c61e95a456aa
115186651,3a2c9a94f0bbd510f8f8af975208c490d60c7ee9
1404555699,cfec5f9adb56059dd5067c0db2c50bed2f261131
50182463,9ae8e7bb0b5c8fc328a28d80ef2d7acc5504913d
117989726,6e871e3432535db302fe108177b1d2cb0b9aaf7b
21083991,2ca21853edcbd7694ccca3ca302afc6105bce1b0
49524844,c8aaec8146e39ab7c122519b548e1f4b14d4e861
144684245,4e3e6cfb1dfcc201ff03a54516b54d671693bd39
144027807,f0607e348e0e9b2e1892a8de59e48fe03c675fe7
50668871,a328a5224e2d88111cf4a15218067fb821c0896f
14868921,6e14487b02bc7e7aab4a22b4b7ed53f9329cd023
3313461,f1104fb6b15b0bc89dafae4bf2d3009a7c61f649
143762732,0affd895a16c9c97aa1f070d7fa8f8c3bbd46864
92149023,6718f1f8711258931a90479e9c5574644effd50d
143748016,8b2be135ab39bf6986380ae1ea789d438fd0d72c
86901209,9166b805f81e7efa8d952a601902933f1a634454
48747129,c9054c417b47b9627ab8dbd78286477eb8fbb14e
144400269,4b2dba9cb554ebf6c384b3dd3a5d9fa3d3865439
116729104,b702a3d554c849dec1d66bee76e3e122855a2cca
80635901,59d150769c70c96a373091ddd52b78c77137d9d2
46393279,899559c85acfd8b0390cd694a091a91bf23f1b43
4072107,57f4dcfd4b77e30a7d761ff5857d1507508f7bef
50234558,fa69eba968ed38e8abb67a8a88b63e03300605ec
38764834,5b32f503579356e4d041beaf361eeb7530d402e5
51974051,b6be9ff99ebf45f769c4864d5751a72b20ffd36f
1460335252,5d9f67cfa6ebf706e7c157c3453989bba53d3f22
146699189,189ef39d0c541f7ed74c2a64eed0a096ad42d643
118233755,cad053be72add02ad419cbf100cb11e04ae6bfbe
46444823,c095e82f091980c886b62978eedf6f3c8c939b0c
12121973,313a7afa99678323ebe47858fd4f7729090f5589
40422192,5daa7939bf92d50857a21ee6aa788b1ca2c13a8e
1702946,1d0c6e035036e0dc1e67d6a459a269ced95667bf
48756643,958adc8e390597d24d33d69a98f7bffe9628971e
15884419,04886c8f2d75f25c491a308b25bf72a122030fef
11263456,ef7e3bacdacec7c6bb977591fdc158d2a492b26d
30884328,4efa29b5cf1ec93b37239c966bfa5d535a03a1a3
2236541,688d5649fbc8d1a37c04cd57c88b66f996db537b
1423320651,6cf0bc80c5b7011c6005260768d82b11df8a84f9
108695432,4dd7e119382b0a4b308fb1f20cddd105ec1338ea
104465499,b4b78e07b9c861deff8536b06ebb2e67cc65f368
49220002,40c68244dba015eb0c882f47c0506fba6d88b12b
15277271,cc564bd25eab9e8b24b1ff7b1024c638f97bb64f
11920502,9734379327ccb149d76ed66dae75a1c52e874447
15725582,02aeffb0255f381e3056533bb42a012735c46b72
47132860,fcf4d28e645e0e2fe4faccc2ed1d636812e47cda
116959049,3e09cff00825aa9ee662ce0d1845ff5ed7974f87
50814997,dca8a655af4d24910486acd7b26254d853c95340
1997582,fc6f45191a260a880d975cb320dfe020b7402f3b
1448534512,e4cef03125dd2236d20f26d26de4759bb170f0e0
122493159,0d7f038535b691f4494489b008fe1012ad54dc55
6147455,01373576dddd49a4b063e412914315b3c7675b02
152168538,0dca292904f8658f7f28a99d66e1ace70770fb37
6057003,1265edc4cb8ea8ab0126f027afd2993cd36a750f
48157439,e4ddd706f80508f66e79b27f592237bca8bf0254
46236307,649f5c26a66b5141cd2a2b01a01487d7f7964707
113890544,48a31d41614ded52e91b58f764d47bfe636cd3b9
47890482,ba2513b615334564eabe75d9c8aa3f12f65c83e2
40407224,b9ed69b9dd62b5e61e6cd784924cda5886294415
101038572,574fd4fe3006e8b4dcee24a7432127d9abe7d1d9
104688840,79facf5f72156086e7e1350127548953de26fcb9
7301861,12c1c0ac3dc6473cd6f3a1c36ae8ec43045fefed
116226257,ff6678ff5293f9e292a06cd66497bb862693b2f1
72545642,477e64dfade419e63246e77531357cf89cbf7838
35153614,724ef0440ae34d93495a9d714115b05db6ec2251
93449941,1ad8f9572fa2368764cfe4043126e9906529ddd8
4046239,8789a770b5075b9dd785eddcef7d3d9297f61dae
143750798,13cdfdd04d16a1789517be368194d66773c691e2
2620010,cdbddc437b8392176ea8173b4738bf4ff18e28b7
104175177,22741cdbe8f64efeab79ebadf040a6595e374109
92813098,9786e856919d823762550dbfaa8f460af20c66b8
